source_file,line_number,raw_text,clean_text,formal_translation,detected_slang_terms,quality_flags,review_reason
train.jsonl,618,currently drowning in a sea of sadness. send tissues and comfort food 😭,currently drowning in a sea of sadness. send tissues and comfort food,I'm sad.,,missing_slang,missing_slang
train.jsonl,619,currently battling a villainous virus. send get-well wishes and chicken soup 🤒,currently battling a villainous virus. send get-well wishes and chicken soup,I'm sick.,,missing_slang,missing_slang
train.jsonl,620,my bank account is currently experiencing a severe drought. Send money (jk...unless?) 💸,my bank account is currently experiencing a severe drought. send money jk.unless,I'm broke.,,missing_slang,missing_slang
train.jsonl,621,"my heart is currently experiencing a major malfunction. It's called love, and it's awesome! 😍","my heart is currently experiencing a major malfunction. it's called love, and it's awesome",I'm in love.,,missing_slang,missing_slang
train.jsonl,622,my heart has officially been shattered into a million pieces. Send ice cream and sad movies 💔,my heart has officially been shattered into a million pieces. send ice cream and sad movies,I'm heartbroken.,,missing_slang,missing_slang
train.jsonl,624,Too much. Too much information. My brain is overloaded. 🤯,too much. too much information. my brain is overloaded,I'm overwhelmed.,,missing_slang,missing_slang
train.jsonl,625,Feeling super blessed and thankful for all the good things in my life. 🙏,feeling super blessed and thankful for all the good things in my life,I'm grateful.,,missing_slang,missing_slang
train.jsonl,626,Shook. Absolutely shook. My jaw is on the floor. 😲,shook. absolutely shook. my jaw is on the floor,I'm surprised.,,missing_slang,missing_slang
train.jsonl,627,Major letdown. My expectations were way higher.  😔,major letdown. my expectations were way higher,I'm disappointed.,,missing_slang,missing_slang
train.jsonl,628,Help me escape this void of nothingness. Send suggestions! 🤷‍♀️,help me escape this void of nothingness. send suggestions,I'm bored.,,missing_slang,missing_slang
train.jsonl,629,My body is rejecting the concept of 'awake'. Send sleep. 😴,my body is rejecting the concept of 'awake'. send sleep,I'm exhausted.,,missing_slang,missing_slang
train.jsonl,630,Pure joy. Unfiltered happiness. Feeling great! 😄,pure joy. unfiltered happiness. feeling great,I'm happy.,,missing_slang,missing_slang
train.jsonl,631,My anxiety is through the roof. Send calming thoughts. 🧘‍♀️,my anxiety is through the roof. send calming thoughts,I'm anxious.,,missing_slang,missing_slang
train.jsonl,632,Hype levels are off the charts! Can't wait! 🥳,hype levels are off the charts! can't wait,I'm excited.,,missing_slang,missing_slang
train.jsonl,633,Butterflies are currently staging a rave in my stomach. 🦋,butterflies are currently staging a rave in my stomach,I'm nervous.,,missing_slang,missing_slang
train.jsonl,634,Brain.exe has stopped working. Please restart. 😵,brain.exe has stopped working. please restart,I'm confused.,,missing_slang,missing_slang
train.jsonl,635,Directionally challenged. Send GPS coordinates and snacks. 🗺️,directionally challenged. send gps coordinates and snacks,I'm lost.,,missing_slang,missing_slang
train.jsonl,636,My fight or flight response has been activated. Send courage and maybe a hug. 🤗,my fight or flight response has been activated. send courage and maybe a hug,I'm scared.,,missing_slang,missing_slang
train.jsonl,637,I'm radiating pure rage. Back off. 😡,i'm radiating pure rage. back off,I'm angry.,,missing_slang,missing_slang
train.jsonl,638,Currently existing in a state of melancholy. Send comfort food and cuddles. 🥺,currently existing in a state of melancholy. send comfort food and cuddles,I'm sad.,,missing_slang,missing_slang
train.jsonl,639,My eyelids are getting heavy. Time for a nap. 💤,my eyelids are getting heavy. time for a nap,I'm sleepy.,,missing_slang,missing_slang
train.jsonl,640,My stomach is rumbling louder than a freight train. Send food! 🚂,my stomach is rumbling louder than a freight train. send food,I'm hungry.,,missing_slang,missing_slang
train.jsonl,641,My throat is drier than the Sahara desert. Send hydration! 💧,my throat is drier than the sahara desert. send hydration,I'm thirsty.,,missing_slang,missing_slang
train.jsonl,642,BRR! Send blankets and hot cocoa. 🥶,brr! send blankets and hot cocoa,I'm cold.,,missing_slang,missing_slang
train.jsonl,643,I'm melting! Send ice cream and AC. 🥵,i'm melting! send ice cream and ac,I'm hot.,,missing_slang,missing_slang
train.jsonl,644,My social skills are currently offline. Send apologies in advance. 😅,my social skills are currently offline. send apologies in advance,I'm awkward.,,missing_slang,missing_slang
train.jsonl,645,I've already tripped three times today. Send bandages and grace.🩹,i've already tripped three times today. send bandages and grace,I'm clumsy.,,missing_slang,missing_slang
train.jsonl,646,My life is a beautiful disaster. Don't judge. 🤷‍♀️,my life is a beautiful disaster. don't judge,I'm messy.,,missing_slang,missing_slang
train.jsonl,647,My planner is my bible. Everything is in its place. 👌,my planner is my bible. everything is in its place,I'm organized.,,missing_slang,missing_slang
train.jsonl,648,Social interaction is not my forte. Send books and quiet time. 📚,social interaction is not my forte. send books and quiet time,I'm introverted.,,missing_slang,missing_slang
train.jsonl,649,Let's party! I'm ready to socialize! 🎉,let's party! i'm ready to socialize,I'm extroverted.,,missing_slang,missing_slang
train.jsonl,650,Hello. I'm hiding behind this meme. 😅,hello. i'm hiding behind this meme,I'm shy.,,missing_slang,missing_slang
train.jsonl,651,I'm slaying it! Watch me shine! ✨,i'm slaying it! watch me shine,I'm confident.,,missing_slang,missing_slang
train.jsonl,652,My mind is a wonderland of ideas. Send inspiration! 💡,my mind is a wonderland of ideas. send inspiration,I'm creative.,,missing_slang,missing_slang
train.jsonl,653,Brain power activated. Let's solve some problems! 🧠,brain power activated. let's solve some problems,I'm intelligent.,,missing_slang,missing_slang
train.jsonl,654,Prepare for a laugh riot! 😂,prepare for a laugh riot,I'm funny.,,missing_slang,missing_slang
train.jsonl,655,No time for games. This is serious business. 🤨,no time for games. this is serious business,I'm serious.,,missing_slang,missing_slang
train.jsonl,657,Sharing is caring! 🤗,sharing is caring,I'm generous.,,short_text|missing_slang,short_text
train.jsonl,658,I've got all the time in the world. 😌,i've got all the time in the world,I'm patient.,,missing_slang,missing_slang
train.jsonl,659,Hurry up! I haven't got all day! ⏱️,hurry up! i haven't got all day,I'm impatient.,,missing_slang,missing_slang
train.jsonl,660,I'll get my way eventually. 😉,i'll get my way eventually,I'm stubborn.,,missing_slang,missing_slang
train.jsonl,661,Go with the flow! 😎,go with the flow,I'm flexible.,,missing_slang,missing_slang
train.jsonl,662,You can count on me! 👍,you can count on me,I'm reliable.,,missing_slang,missing_slang
train.jsonl,663,You never know what you're gonna get with me. 🤪,you never know what you're gonna get with me,I'm unpredictable.,,missing_slang,missing_slang
train.jsonl,664,I appreciate the little things. 🥰,i appreciate the little things,I'm thoughtful.,,missing_slang,missing_slang
train.jsonl,665,Oops. My bad. 🤷‍♀️,oops. my bad,I'm careless.,,short_text|missing_slang,short_text
train.jsonl,666,I take my duties seriously. 💼,i take my duties seriously,I'm responsible.,,missing_slang,missing_slang
train.jsonl,667,YOLO! 🥳,yolo,I'm irresponsible.,,short_text|missing_slang,short_text
train.jsonl,668,The glass is half full! 🥂,the glass is half full,I'm optimistic.,,missing_slang,missing_slang
train.jsonl,669,"The glass is half empty, and it's probably poisoned. 🧪","the glass is half empty, and it's probably poisoned",I'm pessimistic.,,missing_slang,missing_slang
train.jsonl,670,"It's not a big deal, unless it is. Then it's a HUGE deal. 🎭","it's not a big deal, unless it is. then it's a huge deal",I'm dramatic.,,missing_slang,missing_slang
train.jsonl,671,Zen master mode activated. 😌,zen master mode activated,I'm calm.,,missing_slang,missing_slang
train.jsonl,672,Currently experiencing a major meltdown. Send chocolate. 🍫,currently experiencing a major meltdown. send chocolate,I'm stressed.,,missing_slang,missing_slang
train.jsonl,673,Send help. I'm drowning in responsibilities. 🌊,send help. i'm drowning in responsibilities,I'm overwhelmed.,,missing_slang,missing_slang
train.jsonl,674,Chill vibes only. 🧘‍♀️,chill vibes only,I'm relaxed.,vibes|chill,short_text,short_text
train.jsonl,675,My muscles are tighter than a drum. Send massages! 💆‍♀️,my muscles are tighter than a drum. send massages,I'm tense.,,missing_slang,missing_slang
train.jsonl,676,Let's get this done! 💪,let's get this done,I'm motivated.,,missing_slang,missing_slang
train.jsonl,677,My motivation has left the building.  Send coffee. ☕,my motivation has left the building. send coffee,I'm unmotivated.,,missing_slang,missing_slang
train.jsonl,678,My creativity is flowing! 🎨,my creativity is flowing,I'm inspired.,,missing_slang,missing_slang
train.jsonl,679,My creative juices have dried up. Send inspiration! 💡,my creative juices have dried up. send inspiration,I'm uninspired.,,missing_slang,missing_slang
train.jsonl,680,I'm crushing it! 💯,i'm crushing it,I'm productive.,,short_text|missing_slang,short_text
train.jsonl,681,My to-do list is mocking me. 😩,my to-do list is mocking me,I'm unproductive.,,missing_slang,missing_slang
train.jsonl,682,Laser focus activated. 🎯,laser focus activated,I'm focused.,,short_text|missing_slang,short_text
train.jsonl,683,My attention span is shorter than a TikTok video. 💨,my attention span is shorter than a tiktok video,I'm unfocused.,,missing_slang,missing_slang
train.jsonl,684,My life is a masterpiece of efficiency. ✨,my life is a masterpiece of efficiency,I'm organized.,,missing_slang,missing_slang
train.jsonl,685,My life is a chaotic masterpiece. 🤷‍♀️,my life is a chaotic masterpiece,I'm disorganized.,,missing_slang,missing_slang
train.jsonl,686,"Time is money, and I'm saving it! 💰","time is money, and i'm saving it",I'm efficient.,,missing_slang,missing_slang
train.jsonl,687,I'm taking my sweet time. 😌,i'm taking my sweet time,I'm inefficient.,,missing_slang,missing_slang
train.jsonl,688,Always on time! ⌚,always on time,I'm punctual.,,short_text|missing_slang,short_text
train.jsonl,689,"Sorry, I'm fashionably late. (Or maybe just late.) ⏰","sorry, i'm fashionably late. or maybe just late",I'm late.,,missing_slang,missing_slang
train.jsonl,690,I'm a prepared person.  🤓,i'm a prepared person,I'm early.,,missing_slang,missing_slang
train.jsonl,691,Let's do this! 💪,let's do this,I'm ready.,,short_text|missing_slang,short_text
train.jsonl,692,Give me a moment! I need more time! ⏱️,give me a moment! i need more time,I'm not ready.,,missing_slang,missing_slang
train.jsonl,693,I've got this! 👍,i've got this,I'm prepared.,,short_text|missing_slang,short_text
train.jsonl,694,Send help! 🆘,send help,I'm unprepared.,,short_text|missing_slang,short_text
train.jsonl,695,I'm winning at life! 🎉,i'm winning at life,I'm successful.,,missing_slang,missing_slang
train.jsonl,696,It's a learning experience. 🎓,it's a learning experience,I'm unsuccessful.,,missing_slang,missing_slang
train.jsonl,697,I believe in myself! 💪,i believe in myself,I'm confident.,,missing_slang,missing_slang
train.jsonl,698,I need a confidence boost! Send compliments! 🥰,i need a confidence boost! send compliments,I'm insecure.,,missing_slang,missing_slang
train.jsonl,699,Fearless! 🦁,fearless,I'm brave.,,short_text|missing_slang,short_text
train.jsonl,700,Send courage! 🦸‍♀️,send courage,I'm scared.,,short_text|missing_slang,short_text
train.jsonl,701,Unbreakable! 💪,unbreakable,I'm strong.,,short_text|missing_slang,short_text
train.jsonl,702,I need support. 🤗,i need support,I'm weak.,,short_text|missing_slang,short_text
train.jsonl,703,I bounce back from setbacks! 🤸‍♀️,i bounce back from setbacks,I'm resilient.,,missing_slang,missing_slang
train.jsonl,704,I need gentle handling. 💔,i need gentle handling,I'm fragile.,,missing_slang,missing_slang
train.jsonl,705,I do my own thing! 😎,i do my own thing,I'm independent.,,missing_slang,missing_slang
train.jsonl,706,I need help! 🙏,i need help,I'm dependent.,,short_text|missing_slang,short_text
train.jsonl,707,Let's socialize! 🎉,let's socialize,I'm extroverted.,,short_text|missing_slang,short_text
train.jsonl,708,Me time is essential! 🧘‍♀️,me time is essential,I'm introverted.,,missing_slang,missing_slang
train.jsonl,709,I love people! 🤗,i love people,I'm social.,,short_text|missing_slang,short_text
train.jsonl,710,Leave me alone! 🤫,leave me alone,I'm antisocial.,,short_text|missing_slang,short_text
train.jsonl,711,I'm always up for an adventure! 🌍,i'm always up for an adventure,I'm outgoing.,,missing_slang,missing_slang
train.jsonl,712,I'm a wallflower. 🌸,i'm a wallflower,I'm shy.,,short_text|missing_slang,short_text
train.jsonl,713,I can talk for hours! 🗣️,i can talk for hours,I'm talkative.,,missing_slang,missing_slang
train.jsonl,714,I prefer to listen. 👂,i prefer to listen,I'm quiet.,,missing_slang,missing_slang
train.jsonl,715,Spreading kindness and positive vibes! 💖,spreading kindness and positive vibes,I'm kind.,vibes,duplicate_clean_text,duplicate_clean_text
train.jsonl,716,"I'm sorry, I'm just having a bad day. 🙁","i'm sorry, i'm just having a bad day",I'm mean.,,missing_slang,missing_slang
train.jsonl,717,Sharing is caring! 🤗,sharing is caring,I'm generous.,,short_text|missing_slang,short_text
train.jsonl,718,It's all about me! 😉,it's all about me,I'm selfish.,,missing_slang,missing_slang
train.jsonl,719,I always tell the truth. 🗣️,i always tell the truth,I'm honest.,,missing_slang,missing_slang
train.jsonl,720,Let's just say I bend the truth sometimes. 🤫,let's just say i bend the truth sometimes,I'm dishonest.,,missing_slang,missing_slang
train.jsonl,721,I'm always there for my friends.  ❤️,i'm always there for my friends,I'm loyal.,,missing_slang,missing_slang
train.jsonl,722,I've been known to betray my friends. (Jk...unless?) 😈,i've been known to betray my friends. jk.unless,I'm disloyal.,,missing_slang,missing_slang
train.jsonl,723,I'm all about honesty. 😇,i'm all about honesty,I'm truthful.,,missing_slang,missing_slang
train.jsonl,724,I'm a master of deception. 🦹‍♀️,i'm a master of deception,I'm deceptive.,,missing_slang,missing_slang
train.jsonl,725,I let go of grudges easily. 🕊️,i let go of grudges easily,I'm forgiving.,,missing_slang,missing_slang
train.jsonl,726,Don't mess with me. 😠,don't mess with me,I'm unforgiving.,,missing_slang,missing_slang
train.jsonl,727,I can wait. 😌,i can wait,I'm patient.,,short_text|missing_slang,short_text
train.jsonl,728,Hurry up! ⏱️,hurry up,I'm impatient.,,short_text|missing_slang,short_text
train.jsonl,729,I'm empathetic. 🤗,i'm empathetic,I'm understanding.,,short_text|missing_slang,short_text
train.jsonl,730,I'm not afraid to voice my opinions. 🗣️,i'm not afraid to voice my opinions,I'm judgmental.,,missing_slang,missing_slang
train.jsonl,731,I'm always willing to learn. 🧠,i'm always willing to learn,I'm open-minded.,,missing_slang,missing_slang
train.jsonl,732,I'm set in my ways. 🤷‍♀️,i'm set in my ways,I'm close-minded.,,missing_slang,missing_slang
train.jsonl,733,I can adapt to change. 🤸‍♀️,i can adapt to change,I'm flexible.,,missing_slang,missing_slang
train.jsonl,734,I don't like surprises. 🙅‍♀️,i don't like surprises,I'm inflexible.,,missing_slang,missing_slang
train.jsonl,735,I can handle anything life throws my way. 💪,i can handle anything life throws my way,I'm adaptable.,,missing_slang,missing_slang
train.jsonl,736,I don't like change. 💔,i don't like change,I'm rigid.,,missing_slang,missing_slang
train.jsonl,737,Let's go on an adventure! 🌍,let's go on an adventure,I'm spontaneous.,,missing_slang,missing_slang
train.jsonl,738,Everything is meticulously organized. 🗓️,everything is meticulously organized,I'm planned.,,missing_slang,missing_slang
train.jsonl,739,My imagination knows no bounds! ✨,my imagination knows no bounds,I'm creative.,,missing_slang,missing_slang
train.jsonl,740,My creative juices are currently on vacation. 😴,my creative juices are currently on vacation,I'm uncreative.,,missing_slang,missing_slang
train.jsonl,741,I express myself through art. 🎨,i express myself through art,I'm artistic.,,missing_slang,missing_slang
train.jsonl,742,I can't draw a stick figure. 😅,i can't draw a stick figure,I'm unartistic.,,missing_slang,missing_slang
train.jsonl,743,Music is my life! 🎶,music is my life,I'm musical.,,missing_slang,missing_slang
train.jsonl,745,I'm always up for a challenge! 💪,i'm always up for a challenge,I'm athletic.,,missing_slang,missing_slang
train.jsonl,746,Exercise is my nemesis.  nemesis!  nemesis! 😫,exercise is my nemesis. nemesis! nemesis,I'm unathletic.,,missing_slang,missing_slang
train.jsonl,747,I'm a brainiac! 🧠,i'm a brainiac,I'm intelligent.,,short_text|missing_slang,short_text
train.jsonl,748,I'm still learning. 🎓,i'm still learning,I'm unintelligent.,,short_text|missing_slang,short_text
train.jsonl,749,I've learned a lot in my lifetime. 🦉,i've learned a lot in my lifetime,I'm wise.,,missing_slang,missing_slang
train.jsonl,750,I've made some poor decisions. 🤫,i've made some poor decisions,I'm unwise.,,missing_slang,missing_slang
train.jsonl,751,I've been through a lot. 💪,i've been through a lot,I'm experienced.,,missing_slang,missing_slang
train.jsonl,752,I'm still learning. 🎓,i'm still learning,I'm inexperienced.,,short_text|missing_slang,short_text
train.jsonl,753,I'm a master of my craft! 🏆,i'm a master of my craft,I'm skilled.,,missing_slang,missing_slang
train.jsonl,754,I'm still practicing. 练习,i'm still practicing,I'm unskilled.,,short_text|missing_slang,short_text
train.jsonl,755,I'm naturally gifted! ✨,i'm naturally gifted,I'm talented.,,short_text|missing_slang,short_text
train.jsonl,756,I'm working on it. 😅,i'm working on it,I'm untalented.,,missing_slang,missing_slang
train.jsonl,757,I have natural abilities. 😇,i have natural abilities,I'm gifted.,,missing_slang,missing_slang
train.jsonl,758,I'm trying my best. 😉,i'm trying my best,I'm ungifted.,,missing_slang,missing_slang
train.jsonl,759,I'm capable of great things! ✨,i'm capable of great things,I'm capable.,,missing_slang,missing_slang
train.jsonl,760,I'm not good at that. 🤷‍♀️,i'm not good at that,I'm incapable.,,missing_slang,missing_slang
train.jsonl,761,I'm good at what I do. 👍,i'm good at what i do,I'm competent.,,missing_slang,missing_slang
train.jsonl,762,I'm still learning. 🎓,i'm still learning,I'm incompetent.,,short_text|missing_slang,short_text
train.jsonl,763,I get things done! 💪,i get things done,I'm effective.,,missing_slang,missing_slang
train.jsonl,764,I'm not very productive. 😩,i'm not very productive,I'm ineffective.,,missing_slang,missing_slang
train.jsonl,765,I make the most of my time. ⏰,i make the most of my time,I'm efficient.,,missing_slang,missing_slang
train.jsonl,766,I waste a lot of time. ⏱️,i waste a lot of time,I'm inefficient.,,missing_slang,missing_slang
train.jsonl,767,I get things done! 👍,i get things done,I'm productive.,,missing_slang,missing_slang
train.jsonl,768,I'm procrastinating. 😴,i'm procrastinating,I'm unproductive.,,short_text|missing_slang,short_text
train.jsonl,769,Everything is in its place. ✨,everything is in its place,I'm organized.,,missing_slang,missing_slang
train.jsonl,770,My life is a beautiful mess. 🤷‍♀️,my life is a beautiful mess,I'm disorganized.,,missing_slang,missing_slang
train.jsonl,771,I keep a tidy space. 🧹,i keep a tidy space,I'm clean.,,missing_slang,missing_slang
train.jsonl,772,My place is a bit of a disaster. 🤪,my place is a bit of a disaster,I'm messy.,,missing_slang,missing_slang
train.jsonl,773,I like things to be neat. 🗄️,i like things to be neat,I'm tidy.,,missing_slang,missing_slang
train.jsonl,774,Mess is my middle name. 😜,mess is my middle name,I'm untidy.,,missing_slang,missing_slang
train.jsonl,776,Things tend to get out of order around me.  desordenado,things tend to get out of order around me. desordenado,I'm unneat.,,missing_slang,missing_slang
train.jsonl,777,I pay attention to detail. 🧐,i pay attention to detail,I'm precise.,,missing_slang,missing_slang
train.jsonl,778,I'm a bit careless. 😅,i'm a bit careless,I'm imprecise.,,missing_slang,missing_slang
train.jsonl,779,I avoid risks. ⚠️,i avoid risks,I'm careful.,,short_text|missing_slang,short_text
train.jsonl,780,I take risks. 😎,i take risks,I'm careless.,,short_text|missing_slang,short_text
train.jsonl,781,I think before I act. 🤔,i think before i act,I'm cautious.,,missing_slang,missing_slang
train.jsonl,782,I live on the edge!  precipice! precipice!  precipice!  precipice! 🎢,i live on the edge! precipice! precipice! precipice! precipice,I'm reckless.,,missing_slang,missing_slang
train.jsonl,783,I avoid danger. 🙅‍♀️,i avoid danger,I'm risk-averse.,,short_text|missing_slang,short_text
train.jsonl,784,I embrace challenges! 💪,i embrace challenges,I'm risk-taking.,,short_text|missing_slang,short_text
train.jsonl,785,I love new experiences! 🌍,i love new experiences,I'm adventurous.,,missing_slang,missing_slang
train.jsonl,786,I prefer comfort and routine. 🏠,i prefer comfort and routine,I'm unadventurous.,,missing_slang,missing_slang
train.jsonl,787,I'm determined to succeed! ✨,i'm determined to succeed,I'm ambitious.,,missing_slang,missing_slang
train.jsonl,788,I'm happy with my current situation. 😌,i'm happy with my current situation,I'm unambitious.,,missing_slang,missing_slang
train.jsonl,789,I have a strong work ethic. 💪,i have a strong work ethic,I'm driven.,,missing_slang,missing_slang
train.jsonl,790,I lack motivation. 😩,i lack motivation,I'm undriven.,,short_text|missing_slang,short_text
train.jsonl,791,I'm always putting in the effort. 勤勉,i'm always putting in the effort,I'm hardworking.,,missing_slang,missing_slang
train.jsonl,792,I'm all about relaxation. 😴,i'm all about relaxation,I'm lazy.,,missing_slang,missing_slang
train.jsonl,793,I'm committed to my goals. 👍,i'm committed to my goals,I'm dedicated.,,missing_slang,missing_slang
train.jsonl,794,I easily lose interest. 😟,i easily lose interest,I'm undedicated.,,missing_slang,missing_slang
train.jsonl,795,I'm all in! 💪,i'm all in,I'm committed.,,short_text|missing_slang,short_text
train.jsonl,796,I'm indecisive. 🤔,i'm indecisive,I'm uncommitted.,,short_text|missing_slang,short_text
train.jsonl,797,I will not give up! 💪,i will not give up,I'm determined.,,missing_slang,missing_slang
train.jsonl,798,I'm unsure of what I want. 🤷‍♀️,i'm unsure of what i want,I'm undetermined.,,missing_slang,missing_slang
train.jsonl,799,I'm full of energy and enthusiasm! 🔥,i'm full of energy and enthusiasm,I'm passionate.,,missing_slang,missing_slang
train.jsonl,800,I lack enthusiasm. 😒,i lack enthusiasm,I'm unpassionate.,,short_text|missing_slang,short_text
train.jsonl,801,I'm excited and eager! 🤩,i'm excited and eager,I'm enthusiastic.,,missing_slang,missing_slang
train.jsonl,802,I'm not very excited. 😟,i'm not very excited,I'm unenthusiastic.,,missing_slang,missing_slang
train.jsonl,803,I'm driven to succeed! ✨,i'm driven to succeed,I'm motivated.,,missing_slang,missing_slang
train.jsonl,804,I'm lacking in drive. 😩,i'm lacking in drive,I'm unmotivated.,,missing_slang,missing_slang
train.jsonl,805,I'm full of creative ideas! 💡,i'm full of creative ideas,I'm inspired.,,missing_slang,missing_slang
train.jsonl,806,I'm lacking in creativity. 😴,i'm lacking in creativity,I'm uninspired.,,missing_slang,missing_slang
train.jsonl,807,I come up with new ideas! 💡,i come up with new ideas,I'm innovative.,,missing_slang,missing_slang
train.jsonl,808,I'm not very creative. 😟,i'm not very creative,I'm uninnovative.,,missing_slang,missing_slang
train.jsonl,809,I have a vivid imagination! ✨,i have a vivid imagination,I'm imaginative.,,missing_slang,missing_slang
train.jsonl,810,I lack imagination. 😔,i lack imagination,I'm unimaginative.,,short_text|missing_slang,short_text
train.jsonl,811,I express myself through art and ideas! 🎨,i express myself through art and ideas,I'm creative.,,missing_slang,missing_slang
train.jsonl,812,I'm not very artistic or imaginative. 🤷‍♀️,i'm not very artistic or imaginative,I'm uncreative.,,missing_slang,missing_slang
train.jsonl,813,I express myself through art! 🎨,i express myself through art,I'm artistic.,,missing_slang,missing_slang
train.jsonl,814,I'm not very good at art. 😅,i'm not very good at art,I'm unartistic.,,missing_slang,missing_slang
train.jsonl,815,I'm musically talented! 🎶,i'm musically talented,I'm musical.,,short_text|missing_slang,short_text
train.jsonl,816,I'm tone-deaf. 🎤,i'm tone-deaf,I'm unmusical.,,short_text|missing_slang,short_text
train.jsonl,818,I'm not very active. 😴,i'm not very active,I'm unathletic.,,missing_slang,missing_slang
train.jsonl,819,I'm quick-witted and smart! 🧠,i'm quick-witted and smart,I'm intelligent.,,missing_slang,missing_slang
train.jsonl,820,I'm not very bright. 🤷‍♀️,i'm not very bright,I'm unintelligent.,,missing_slang,missing_slang
train.jsonl,821,I have a lot of life experience. 🦉,i have a lot of life experience,I'm wise.,,missing_slang,missing_slang
train.jsonl,822,I make poor decisions sometimes. 😟,i make poor decisions sometimes,I'm unwise.,,missing_slang,missing_slang
train.jsonl,823,I've been there and done that. 👍,i've been there and done that,I'm experienced.,,missing_slang,missing_slang
train.jsonl,824,I'm still learning. 🎓,i'm still learning,I'm inexperienced.,,short_text|missing_slang,short_text
train.jsonl,825,I'm highly competent in my field. 🏆,i'm highly competent in my field,I'm skilled.,,missing_slang,missing_slang
train.jsonl,826,I need more training. 🚧,i need more training,I'm unskilled.,,missing_slang,missing_slang
train.jsonl,827,I'm naturally gifted. ✨,i'm naturally gifted,I'm talented.,,short_text|missing_slang,short_text
train.jsonl,828,I'm not very skilled. 🤷‍♀️,i'm not very skilled,I'm untalented.,,missing_slang,missing_slang
train.jsonl,829,I possess exceptional abilities. 😇,i possess exceptional abilities,I'm gifted.,,missing_slang,missing_slang
train.jsonl,830,I'm not particularly talented. 😟,i'm not particularly talented,I'm ungifted.,,missing_slang,missing_slang
train.jsonl,831,I'm able to accomplish great things! 💪,i'm able to accomplish great things,I'm capable.,,missing_slang,missing_slang
train.jsonl,832,I'm not able to do that. 🙅‍♀️,i'm not able to do that,I'm incapable.,,missing_slang,missing_slang
train.jsonl,833,I'm fully capable and qualified. 👍,i'm fully capable and qualified,I'm competent.,,missing_slang,missing_slang
train.jsonl,834,I'm not qualified for this. 😥,i'm not qualified for this,I'm incompetent.,,missing_slang,missing_slang
train.jsonl,835,I get results! 💯,i get results,I'm effective.,,short_text|missing_slang,short_text
train.jsonl,836,My efforts aren't paying off. 😔,my efforts aren't paying off,I'm ineffective.,,missing_slang,missing_slang
train.jsonl,837,I make the most of my time and resources. ⏱️,i make the most of my time and resources,I'm efficient.,,missing_slang,missing_slang
train.jsonl,838,I waste a lot of time and resources. 😩,i waste a lot of time and resources,I'm inefficient.,,missing_slang,missing_slang
train.jsonl,839,I'm highly productive! 📈,i'm highly productive,I'm productive.,,short_text|missing_slang,short_text
train.jsonl,840,I'm not getting much done. 📉,i'm not getting much done,I'm unproductive.,,missing_slang,missing_slang
train.jsonl,841,I'm very organized and methodical. 🗄️,i'm very organized and methodical,I'm organized.,,missing_slang,missing_slang
train.jsonl,842,I'm messy and chaotic. 🤪,i'm messy and chaotic,I'm disorganized.,,missing_slang,missing_slang
train.jsonl,845,I like things to be neat and orderly. 🧹,i like things to be neat and orderly,I'm tidy.,,missing_slang,missing_slang
train.jsonl,846,I'm messy and unorganized. 🙈,i'm messy and unorganized,I'm untidy.,,missing_slang,missing_slang
train.jsonl,848,I'm not very neat or organized. 🙈,i'm not very neat or organized,I'm unneat.,,missing_slang,missing_slang
train.jsonl,855,that meeting went on FOREVER 💀 now im behind schedule for the rest of the week. send help and coffee ☕😩,that meeting went on forever now im behind schedule for the rest of the week. send help and coffee,"The meeting ran significantly longer than anticipated, leading to a backlog of unfinished tasks and a feeling of being behind schedule for the rest of the week.",,missing_slang,missing_slang
train.jsonl,856,we faced so many obstacles but we stayed committed to our goals and never gave up. resilience is key ✨💪,we faced so many obstacles but we stayed committed to our goals and never gave up. resilience is key,"Despite the many obstacles and setbacks encountered along the way, we remained committed to our goals, demonstrating resilience and unwavering determination.",,missing_slang,missing_slang
train.jsonl,857,im so hyped for my work trip overseas! gonna explore new cultures and expand my network ✨✈️,im so hyped for my work trip overseas! gonna explore new cultures and expand my network,"I'm excited about the upcoming opportunity to travel overseas for work, experiencing a new culture and expanding my professional network.",,missing_slang,missing_slang
train.jsonl,859,weeks of planning and prep and the event was a HUGE success! exceeded all expectations ✨🎉,weeks of planning and prep and the event was a huge success! exceeded all expectations,"After weeks of intense preparation and meticulous planning, the event was finally a resounding success, exceeding all expectations and leaving a lasting positive impression.",,missing_slang,missing_slang
train.jsonl,860,work life balance is currently nonexistent 💀 constantly juggling priorities and feeling stretched thin 😩,work life balance is currently nonexistent constantly juggling priorities and feeling stretched thin,"I'm struggling to balance my professional and personal life, feeling stretched thin and constantly juggling competing priorities and demands.",,missing_slang,missing_slang
train.jsonl,864,teamwork made the dream work ✨ we all used our skills and expertise to deliver amazing results. slayyyyy💅,teamwork made the dream work we all used our skills and expertise to deliver amazing results. slayy,"The team worked collaboratively and efficiently, leveraging each member's unique skills and expertise to overcome challenges and deliver exceptional results.",,missing_slang,missing_slang
train.jsonl,867,proud of myself for all i accomplished this year. overcame so many challenges ✨💪,proud of myself for all i accomplished this year. overcame so many challenges,"I'm proud of my accomplishments this year, overcoming challenges and achieving goals that once seemed unattainable.",,missing_slang,missing_slang
