id,raw_text,clean_text,detected_slang_terms,formal_translation,sentiment,confidence_label,source,platform,unknown_terms,quality_flags
80,"1. Guy mopping the bathroom at Subway: ""All those people from my high school that got into Princeton and MIT, they're just a bunch of fucking tryhards.""2. Kid that just got utterly humiliated in Starcraft 2: ""w/e u fuckin tryhard hacker n00bz lol i pwn u next time k 1v1 me NOW!!!11""3. That one douchebag that always brags about his 2500 Facebook friends: ""o hai guys dat 1 nig hes a fuckin tryhard im all like yea i get blazed all the time and shit and i fuck bitches and got all these friends, then hes like dude i dont fucking care stop sending requests to me i dont know you, and i was all like o rly, cool story bro. yeah i fuckin pwned that fail loser tryhard. lol, shit man, im so cool. srsly, pay attention to me plz! guys? anyone?!""4. See above.","1. guy mopping the bathroom at subway all those people from my high school that got into princeton and mit, they're just a bunch of fucking tryhards. 2. kid that just got utterly humiliated in starcraft 2 w e u fuckin tryhard hacker n00bz lol i pwn u next time k 1v1 me now.11 3. that one douchebag that always brags about his 2500 facebook friends o hai guys dat 1 nig hes a fuckin tryhard im all like yea i get blazed all the time and shit and i fuck bitches and got all these friends, then hes like dude i dont fucking care stop sending requests to me i dont know you, and i was all like o rly, cool story bro. yeah i fuckin pwned that fail loser tryhard. lol, shit man, im so cool. srsly, pay attention to me plz! guys? anyone. 4. see above",tryhard|bro|w,"1. guy mopping the bathroom at subway all those people from my high school that got into princeton and mit, they're just a bunch of fucking tryhards. 2. kid that just got utterly humiliated in starcraft 2 a successful outcome e u fuckin someone making excessive effort to win or impress hacker n00bz lol i pwn u next time k 1v1 me now.11 3. that one douchebag that always brags about his 2500 facebook friends o hai guys dat 1 nig hes a fuckin someone making excessive effort to win or impress im all like yea i get blazed all the time and shit and i fuck bitches and got all these friends, then hes like dude i dont fucking care stop sending requests to me i dont know you, and i was all like o rly, cool story he. yeah i fuckin pwned that fail loser someone making excessive effort to win or impress. lol, shit man, im so cool. srsly, pay attention to me plz! guys? anyone. 4. see above.",mixed,medium,local_urban_dictionary_api,urban_dictionary,bathroom|blazed|cool|facebook|fucking|humiliated|lol|mopping|pwned|school|sending,contains_unknown_terms
81,"carry: Man, yesterday when we were playing fortnite I had to carry you guys to a win","carry man, yesterday when we were playing fortnite i had to carry you guys to a win",carry,"Do most of the work for a group man, yesterday when we were playing fortnite i had to do most of the work for a group you guys to a win.",positive,medium,local_urban_dictionary_api,urban_dictionary,playing,contains_unknown_terms
82,"""Dude you guys wouldn't have won if your ADC didn't get fed. He carried you hard.""",dude you guys wouldn't have won if your adc didn't get fed. he carried you hard,carried,Dude you guys wouldn't have won if your adc didn't get fed. he was helped substantially by someone else you hard.,neutral,medium,local_urban_dictionary_api,urban_dictionary,fed,contains_unknown_terms
83,"Oh man, they totally nerfed 'Titans Armor'! Guess I'll stop playing Golem now :/They nerfed Irelia again?? Oh wait, its actually a buff. <-- (opposite of nerf)Great, so now all the free-2-play guns are nerfed, guess I have to buy some to keep competitive. :(","oh man, they totally nerfed 'titans armor'! guess i'll stop playing golem now they nerfed irelia again. oh wait, its actually a buff. -- opposite of nerf great, so now all the free-2-play guns are nerfed, guess i have to buy some to keep competitive",nerfed,"Oh man, they totally weakened or reduced in effectiveness 'titans armor'! guess i'll stop playing golem now they weakened or reduced in effectiveness irelia again. oh wait, its actually a buff. -- opposite of nerf great, so now all the free-2-play guns are weakened or reduced in effectiveness, guess i have to buy some to keep competitive.",negative,medium,local_urban_dictionary_api,urban_dictionary,playing,contains_unknown_terms
84,"The weapons in the game were too weak, so the programmers buffed them to appease the groaning game users.","the weapons in the game were too weak, so the programmers buffed them to appease the groaning game users",buffed,"The weapons in the game were too weak, so the programmers strengthened or improved them to appease the groaning game users.",positive,medium,local_urban_dictionary_api,urban_dictionary,groaning|too,contains_unknown_terms
85,"Al Simmons is the current Spawn, but there have been past Spawns, and there will be future Spawns also.  Cogliostro was a former Spawn, and in pre-issue 100 Spawn, Cog was Al's mentor.  ""Curse of the Spawn"" follows the future Spawn, where as ""Medieval Spawn"" follows the story of a past Spawn, although ""SPAWN"" is the original.","al simmons is the current spawn, but there have been past spawns, and there will be future spawns also. cogliostro was a former spawn, and in pre-issue 100 spawn, cog was al's mentor. curse of the spawn follows the future spawn, where as medieval spawn follows the story of a past spawn, although spawn is the original",spawn,"Al simmons is the current appear or begin in a location, often in games, but there have been past spawns, and there will be future spawns also. cogliostro was a former appear or begin in a location, often in games, and in pre-issue 100 appear or begin in a location, often in games, cog was al's mentor. curse of the appear or begin in a location, often in games follows the future appear or begin in a location, often in games, where as medieval appear or begin in a location, often in games follows the story of a past appear or begin in a location, often in games, although appear or begin in a location, often in games is the original.",neutral,medium,local_urban_dictionary_api,urban_dictionary,current,contains_unknown_terms
86,"""There's a guy camping outside the door with a Covenant Energy Sword. Be careful, lest he perpetrate the ownage against you.""  ""That sniper-ass sniper be camping on top of the base.""","there's a guy camping outside the door with a covenant energy sword. be careful, lest he perpetrate the ownage against you. that sniper-ass sniper be camping on top of the base",camping,"There's a guy staying in one spot to gain an advantage outside the door with a covenant energy sword. be careful, lest he perpetrate the ownage against you. that sniper-ass sniper be staying in one spot to gain an advantage on top of the base.",negative,medium,local_urban_dictionary_api,urban_dictionary,door,contains_unknown_terms
87,Gamer 1: Hey dude. Have you seen the speedrun that Gamer 3 did? Gamer 2: Yeah bro. He broke a record.,gamer 1 hey dude. have you seen the speedrun that gamer 3 did? gamer 2 yeah bro. he broke a record,speedrun|bro,Gamer 1 hey dude. have you seen the complete something very quickly that gamer 3 did? gamer 2 yeah he. he broke a record.,neutral,high,local_urban_dictionary_api,urban_dictionary,,clean
88,We are brothers irl.,we are brothers irl,irl,We are brothers in real life.,neutral,high,local_urban_dictionary_api,urban_dictionary,,clean
89,The college student had concert fomo.,the college student had concert fomo,fomo,The college student had concert fear of missing out.,negative,high,local_urban_dictionary_api,urban_dictionary,,clean
90,"Guy #1: I had a great day, climbed a hill and didn't check facebook. Guy #2: Good day? Guy #1: Yea pure JOMO.","guy 1 i had a great day, climbed a hill and didn't check facebook. guy 2 good day? guy 1 yea pure jomo",jomo,"Guy 1 i had a great day, climbed a hill and didn't check facebook. guy 2 good day? guy 1 yea pure joy of missing out.",positive,medium,local_urban_dictionary_api,urban_dictionary,climbed|facebook|good,contains_unknown_terms
91,Last nights party was crazy #iykyk,last nights party was crazy iykyk,iykyk,"Last nights party was crazy if you know, you know.",neutral,high,local_urban_dictionary_api,urban_dictionary,,clean
92,"Example 1: “This vibe coded game looks cool as hell, but ‘make it fun’ left it buggier than a cheap phone.”Example 2: “Her vibe coded site’s straight-up fire—clean, works great, ‘cause she told the AI exactly what she wanted.”","example 1 this vibe coded game looks cool as hell, but make it fun left it buggier than a cheap phone. example 2 her vibe coded site s straight-up fire clean, works great, cause she told the ai exactly what she wanted",vibe coded|clean|fire,"Example 1 this built intuitively with an informal experimental style game looks cool as hell, but make it fun left it buggier than a cheap phone. example 2 her built intuitively with an informal experimental style site s straight-up excellent, exciting, or stylish neat, impressive, or well executed, works great, cause she told the ai exactly what she wanted.",positive,medium,local_urban_dictionary_api,urban_dictionary,cool|looks|wanted,contains_unknown_terms
93,"""Have you seen the new Cruella De Ville trailer?"" ""Yeah. They totally girlbossed her. As if she's a villain because she's a girl, not because she tried to make a coat out of puppies.""","have you seen the new cruella de ville trailer? yeah. they totally girlbossed her. as if she's a villain because she's a girl, not because she tried to make a coat out of puppies",,"Have you seen the new cruella de ville trailer? yeah. they totally girlbossed her. as if she's a villain because she's a girl, not because she tried to make a coat out of puppies.",neutral,low,local_urban_dictionary_api,urban_dictionary,girlbossed|tried,missing_slang|contains_unknown_terms|low_translation_confidence
94,"Wow! Colonel Tushfinger that sure was a funny ass boss move when you jumped on that stack of lumber and acted like that pussy waffle truck driver Ron.Hey Larry, I know you are my best friend and all, but that sure was a boss move when you made my mom finger blast your shit box and got caught by my dad.","wow! colonel tushfinger that sure was a funny ass boss move when you jumped on that stack of lumber and acted like that pussy waffle truck driver ron.hey larry, i know you are my best friend and all, but that sure was a boss move when you made my mom finger blast your shit box and got caught by my dad",boss move,"Wow! colonel tushfinger that sure was a funny ass confident or impressive action when you jumped on that stack of lumber and acted like that pussy waffle truck driver ron.hey larry, i know you are my best friend and all, but that sure was a confident or impressive action when you made my mom finger blast your shit box and got caught by my dad.",positive,medium,local_urban_dictionary_api,urban_dictionary,acted|jumped|larry,contains_unknown_terms
95,sina u devoured !,sina u devoured,devoured,Sina u performed extremely well.,positive,medium,local_urban_dictionary_api,urban_dictionary,,short_text
96,1. I'm hella pressed about how much homework we have due tomorrow. 2. Why does this girl keep trying me? Im pressed!,1. i'm hella pressed about how much homework we have due tomorrow. 2. why does this girl keep trying me? im pressed,pressed,"1. i'm hella upset, annoyed, or bothered about how much homework we have due tomorrow. 2. why does this girl keep trying me? im upset, annoyed, or bothered.",negative,medium,local_urban_dictionary_api,urban_dictionary,tomorrow|trying,contains_unknown_terms
97,He was so salty after he died in smash bros,he was so salty after he died in smash bros,salty,He was so resentful or irritated after he died in smash bros.,negative,medium,local_urban_dictionary_api,urban_dictionary,died,contains_unknown_terms
98,Wow that dude is pretty chill,wow that dude is pretty chill,chill,"Wow that dude is pretty calm, relaxed, or acceptable.",positive,high,local_urban_dictionary_api,urban_dictionary,,clean
99,"𝗖𝗼𝗺𝗺𝗼𝗻 𝗘𝘅𝗮𝗺𝗽𝗹𝗲: Maddy: Who are you staring at? Ophelia: No one... Maddy: Damien's living rent free in your head, I can tell.𝗢𝘁𝗵𝗲𝗿 𝗘𝘅𝗮𝗺𝗽𝗹𝗲: Rust Teammate 1: Hey I was away for a few days, fill me in. Rust Teammate 2: We just pulled off a massive raid on one of the most heavily fortified bases, and we destroyed it to smithereens!Rust Teammate 1: Damn! nice!! I guess we must be living rent-free in those team's heads now, hahaha.","maddy who are you staring at? ophelia no one. maddy damien's living rent free in your head, i can tell. rust teammate 1 hey i was away for a few days, fill me in. rust teammate 2 we just pulled off a massive raid on one of the most heavily fortified bases, and we destroyed it to smithereens!rust teammate 1 damn! nice. i guess we must be living rent-free in those team's heads now, hahaha",living rent free,"Maddy who are you staring at? ophelia no one. maddy damien's constantly occupying someone's thoughts in your head, i can tell. rust teammate 1 hey i was away for a few days, fill me in. rust teammate 2 we just pulled off a massive raid on one of the most heavily fortified bases, and we destroyed it to smithereens!rust teammate 1 damn! nice. i guess we must be living rent-free in those team's heads now, hahaha.",neutral,medium,local_urban_dictionary_api,urban_dictionary,destroyed|fortified|pulled|staring,contains_unknown_terms
100,"""Damn, that chicken was on point!""","damn, that chicken was on point",on point,"Damn, that chicken was accurate, stylish, or well executed.",positive,high,local_urban_dictionary_api,urban_dictionary,,clean
101,"""You didn't put enough stink lines on your picture of the teacher.""",you didn't put enough stink lines on your picture of the teacher,,You didn't put enough stink lines on your picture of the teacher.,neutral,low,local_urban_dictionary_api,urban_dictionary,,missing_slang|low_translation_confidence
102,hot take: cancer is just diet scorpio,hot take cancer is just diet scorpio,hot take,A provocative or unpopular opinion cancer is just diet scorpio.,neutral,high,local_urban_dictionary_api,urban_dictionary,,clean
103,"Safe Take: ""I think Team A will win, but I wouldn't be surprised if Team B does.""Safe Take #2: ""The Lakers are going to destroy the Timberwolves.""","safe take i think team a will win, but i wouldn't be surprised if team b does. safe take 2 the lakers are going to destroy the timberwolves",safe take,"A cautious or widely accepted opinion i think team a will win, but i wouldn't be surprised if team b does. a cautious or widely accepted opinion 2 the lakers are going to destroy the timberwolves.",neutral,medium,local_urban_dictionary_api,urban_dictionary,going|surprised,contains_unknown_terms
104,ice cold ratio g 🥶,ice cold ratio g,ratio,Ice cold a response receiving more engagement than the original post g.,negative,high,local_urban_dictionary_api,urban_dictionary,,clean
105,lowkey the lecture notes hit different rn,lowkey the lecture notes hit different rn,lowkey|rn,"Somewhat, quietly, or secretly the lecture notes hit different right now.",neutral,high,twitter_x,twitter_x,,clean
106,that group presentation ate ngl,that group presentation ate ngl,ngl|ate,That group presentation performed very well or looked impressive not going to lie.,positive,high,twitter_x,twitter_x,,clean
107,idk why the new update feels mid,idk why the new update feels mid,idk|mid,I do not know why the new update feels average or unimpressive.,negative,high,twitter_x,twitter_x,,clean
108,coffee after lab is a w fr,coffee after lab is a w fr,fr|w,Coffee after lab is a a successful outcome for real.,positive,high,twitter_x,twitter_x,,clean
109,the assignment deadline has me cooked,the assignment deadline has me cooked,cooked,"The assignment deadline has me in serious trouble, defeated, or exhausted.",negative,high,twitter_x,twitter_x,,clean
110,this playlist slaps while studying,this playlist slaps while studying,slaps,This playlist is very good or enjoyable while studying.,positive,medium,twitter_x,twitter_x,studying,contains_unknown_terms
111,the campus wifi is sus today,the campus wifi is sus today,sus,The campus wifi is suspicious or questionable today.,negative,high,twitter_x,twitter_x,,clean
112,valid take but the example was confusing,valid take but the example was confusing,valid take,A reasonable opinion but the example was confusing.,positive,medium,twitter_x,twitter_x,confusing,contains_unknown_terms
113,the poster design is clean no cap,the poster design is clean no cap,no cap|clean,"The poster design is neat, impressive, or well executed truthfully or without exaggeration.",positive,high,twitter_x,twitter_x,,clean
114,my sleep schedule fell off this week,my sleep schedule fell off this week,fell off,"My sleep schedule declined in quality, popularity, or performance this week.",negative,high,twitter_x,twitter_x,,clean
115,locked in for finals rn,locked in for finals rn,locked in|rn,Focused and ready to perform for finals right now.,positive,high,twitter_x,twitter_x,,clean
116,the library vibe is calm today,the library vibe is calm today,vibe,"The library general mood, feeling, or atmosphere is calm today.",neutral,high,twitter_x,twitter_x,,clean
117,that explanation was based imo,that explanation was based imo,based|imo,"That explanation was admirably confident, reasonable, or principled in my opinion.",positive,high,twitter_x,twitter_x,,clean
118,bruh the printer is tweaking again,bruh the printer is tweaking again,tweaking|bruh,"That is frustrating the printer is acting unusually, panicking, or overreacting again.",negative,high,twitter_x,twitter_x,,clean
119,the cafeteria noodles are bussin,the cafeteria noodles are bussin,bussin,"The cafeteria noodles are very good, especially food.",positive,medium,twitter_x,twitter_x,noodles,contains_unknown_terms
120,this timetable is giving side quest energy,this timetable is giving side quest energy,side quest|giving,This timetable is suggesting or resembling a certain quality an unexpected secondary task or adventure energy.,neutral,high,twitter_x,twitter_x,,clean
121,group chat is yapping about fonts,group chat is yapping about fonts,yapping,"Group chat is talking at length, often unnecessarily about fonts.",negative,high,twitter_x,twitter_x,,clean
122,"the demo worked first try, big w","the demo worked first try, big w",w,"The demo worked first try, big a successful outcome.",positive,medium,twitter_x,twitter_x,worked,contains_unknown_terms
123,that bug is big yikes,that bug is big yikes,big yikes,"That bug is very embarrassing, concerning, or uncomfortable.",negative,high,twitter_x,twitter_x,,clean
124,her analysis is on point,her analysis is on point,on point,"Her analysis is accurate, stylish, or well executed.",positive,high,twitter_x,twitter_x,,clean
125,this article lives rent free in my head,this article lives rent free in my head,rent free,This article lives constantly occupying someone's thoughts in my head.,neutral,high,twitter_x,twitter_x,,clean
126,the tutorial speedrun was wild,the tutorial speedrun was wild,speedrun|wild,"The tutorial complete something very quickly was surprising, intense, or unusual.",neutral,high,twitter_x,twitter_x,,clean
127,that outfit had drip,that outfit had drip,drip,That outfit had stylish clothing or fashion sense.,positive,high,twitter_x,twitter_x,,clean
128,the intro slide understood the assignment,the intro slide understood the assignment,understood the assignment,The intro slide met expectations very well.,positive,high,twitter_x,twitter_x,,clean
129,my code got nerfed by one typo,my code got nerfed by one typo,nerfed,My code got weakened or reduced in effectiveness by one typo.,negative,high,twitter_x,twitter_x,,clean
130,the new rubric is actually chill,the new rubric is actually chill,chill,"The new rubric is actually calm, relaxed, or acceptable.",positive,high,twitter_x,twitter_x,,clean
131,that hot take about exams is valid,that hot take about exams is valid,hot take|valid,"That a provocative or unpopular opinion about exams is reasonable, acceptable, or understandable.",positive,high,twitter_x,twitter_x,,clean
132,the edit was fire but the audio was mid,the edit was fire but the audio was mid,fire|mid,"The edit was excellent, exciting, or stylish but the audio was average or unimpressive.",mixed,high,twitter_x,twitter_x,,clean
133,main character energy walking into class early,main character energy walking into class early,main character,The central or most noticeable person in a situation energy walking into class early.,positive,medium,twitter_x,twitter_x,walking,contains_unknown_terms
134,the meeting became a side quest,the meeting became a side quest,side quest,The meeting became a an unexpected secondary task or adventure.,neutral,medium,twitter_x,twitter_x,meeting,contains_unknown_terms
135,lowkey the lecture notes hit different rn during practice,lowkey the lecture notes hit different rn during practice,lowkey|rn,"Somewhat, quietly, or secretly the lecture notes hit different right now during practice.",neutral,high,twitter_x,twitter_x,,clean
136,that group presentation ate ngl on the bus,that group presentation ate ngl on the bus,ngl|ate,That group presentation performed very well or looked impressive not going to lie on the bus.,positive,high,twitter_x,twitter_x,,clean
137,idk why the new update feels mid after class,idk why the new update feels mid after class,idk|mid,I do not know why the new update feels average or unimpressive after class.,negative,high,twitter_x,twitter_x,,clean
138,coffee after lab is a w fr during revision,coffee after lab is a w fr during revision,fr|w,Coffee after lab is a a successful outcome for real during revision.,positive,high,twitter_x,twitter_x,,clean
139,the assignment deadline has me cooked in the group chat,the assignment deadline has me cooked in the group chat,cooked,"The assignment deadline has me in serious trouble, defeated, or exhausted in the group chat.",negative,high,twitter_x,twitter_x,,clean
140,this playlist slaps while studying before the deadline,this playlist slaps while studying before the deadline,slaps,This playlist is very good or enjoyable while studying before the deadline.,positive,medium,twitter_x,twitter_x,studying,contains_unknown_terms
141,the campus wifi is sus today while testing,the campus wifi is sus today while testing,sus,The campus wifi is suspicious or questionable today while testing.,negative,medium,twitter_x,twitter_x,testing,contains_unknown_terms
142,valid take but the example was confusing after the patch,valid take but the example was confusing after the patch,valid take,A reasonable opinion but the example was confusing after the patch.,positive,medium,twitter_x,twitter_x,confusing,contains_unknown_terms
143,the poster design is clean no cap during practice,the poster design is clean no cap during practice,no cap|clean,"The poster design is neat, impressive, or well executed truthfully or without exaggeration during practice.",positive,high,twitter_x,twitter_x,,clean
144,my sleep schedule fell off this week on the bus,my sleep schedule fell off this week on the bus,fell off,"My sleep schedule declined in quality, popularity, or performance this week on the bus.",negative,high,twitter_x,twitter_x,,clean
145,locked in for finals rn after class,locked in for finals rn after class,locked in|rn,Focused and ready to perform for finals right now after class.,positive,high,twitter_x,twitter_x,,clean
146,the library vibe is calm today during revision,the library vibe is calm today during revision,vibe,"The library general mood, feeling, or atmosphere is calm today during revision.",neutral,high,twitter_x,twitter_x,,clean
147,that explanation was based imo in the group chat,that explanation was based imo in the group chat,based|imo,"That explanation was admirably confident, reasonable, or principled in my opinion in the group chat.",positive,high,twitter_x,twitter_x,,clean
148,bruh the printer is tweaking again before the deadline,bruh the printer is tweaking again before the deadline,tweaking|bruh,"That is frustrating the printer is acting unusually, panicking, or overreacting again before the deadline.",negative,high,twitter_x,twitter_x,,clean
149,the cafeteria noodles are bussin while testing,the cafeteria noodles are bussin while testing,bussin,"The cafeteria noodles are very good, especially food while testing.",positive,medium,twitter_x,twitter_x,noodles|testing,contains_unknown_terms
150,this timetable is giving side quest energy after the patch,this timetable is giving side quest energy after the patch,side quest|giving,This timetable is suggesting or resembling a certain quality an unexpected secondary task or adventure energy after the patch.,neutral,high,twitter_x,twitter_x,,clean
151,group chat is yapping about fonts during practice,group chat is yapping about fonts during practice,yapping,"Group chat is talking at length, often unnecessarily about fonts during practice.",negative,high,twitter_x,twitter_x,,clean
152,"the demo worked first try, big w on the bus","the demo worked first try, big w on the bus",w,"The demo worked first try, big a successful outcome on the bus.",positive,medium,twitter_x,twitter_x,worked,contains_unknown_terms
153,that bug is big yikes after class,that bug is big yikes after class,big yikes,"That bug is very embarrassing, concerning, or uncomfortable after class.",negative,high,twitter_x,twitter_x,,clean
154,her analysis is on point during revision,her analysis is on point during revision,on point,"Her analysis is accurate, stylish, or well executed during revision.",positive,high,twitter_x,twitter_x,,clean
155,this article lives rent free in my head in the group chat,this article lives rent free in my head in the group chat,rent free,This article lives constantly occupying someone's thoughts in my head in the group chat.,neutral,high,twitter_x,twitter_x,,clean
156,the tutorial speedrun was wild before the deadline,the tutorial speedrun was wild before the deadline,speedrun|wild,"The tutorial complete something very quickly was surprising, intense, or unusual before the deadline.",neutral,high,twitter_x,twitter_x,,clean
157,that outfit had drip while testing,that outfit had drip while testing,drip,That outfit had stylish clothing or fashion sense while testing.,positive,medium,twitter_x,twitter_x,testing,contains_unknown_terms
158,the intro slide understood the assignment after the patch,the intro slide understood the assignment after the patch,understood the assignment,The intro slide met expectations very well after the patch.,positive,high,twitter_x,twitter_x,,clean
159,my code got nerfed by one typo during practice,my code got nerfed by one typo during practice,nerfed,My code got weakened or reduced in effectiveness by one typo during practice.,negative,high,twitter_x,twitter_x,,clean
160,the new rubric is actually chill on the bus,the new rubric is actually chill on the bus,chill,"The new rubric is actually calm, relaxed, or acceptable on the bus.",positive,high,twitter_x,twitter_x,,clean
161,that hot take about exams is valid after class,that hot take about exams is valid after class,hot take|valid,"That a provocative or unpopular opinion about exams is reasonable, acceptable, or understandable after class.",positive,high,twitter_x,twitter_x,,clean
162,the edit was fire but the audio was mid during revision,the edit was fire but the audio was mid during revision,fire|mid,"The edit was excellent, exciting, or stylish but the audio was average or unimpressive during revision.",mixed,high,twitter_x,twitter_x,,clean
163,main character energy walking into class early in the group chat,main character energy walking into class early in the group chat,main character,The central or most noticeable person in a situation energy walking into class early in the group chat.,positive,medium,twitter_x,twitter_x,walking,contains_unknown_terms
164,the meeting became a side quest before the deadline,the meeting became a side quest before the deadline,side quest,The meeting became a an unexpected secondary task or adventure before the deadline.,neutral,medium,twitter_x,twitter_x,meeting,contains_unknown_terms
165,lowkey the lecture notes hit different rn while testing,lowkey the lecture notes hit different rn while testing,lowkey|rn,"Somewhat, quietly, or secretly the lecture notes hit different right now while testing.",neutral,medium,twitter_x,twitter_x,testing,contains_unknown_terms
166,that group presentation ate ngl after the patch,that group presentation ate ngl after the patch,ngl|ate,That group presentation performed very well or looked impressive not going to lie after the patch.,positive,high,twitter_x,twitter_x,,clean
167,idk why the new update feels mid during practice,idk why the new update feels mid during practice,idk|mid,I do not know why the new update feels average or unimpressive during practice.,negative,high,twitter_x,twitter_x,,clean
168,coffee after lab is a w fr on the bus,coffee after lab is a w fr on the bus,fr|w,Coffee after lab is a a successful outcome for real on the bus.,positive,high,twitter_x,twitter_x,,clean
169,the assignment deadline has me cooked after class,the assignment deadline has me cooked after class,cooked,"The assignment deadline has me in serious trouble, defeated, or exhausted after class.",negative,high,twitter_x,twitter_x,,clean
170,this playlist slaps while studying during revision,this playlist slaps while studying during revision,slaps,This playlist is very good or enjoyable while studying during revision.,positive,medium,twitter_x,twitter_x,studying,contains_unknown_terms
171,the campus wifi is sus today in the group chat,the campus wifi is sus today in the group chat,sus,The campus wifi is suspicious or questionable today in the group chat.,negative,high,twitter_x,twitter_x,,clean
172,valid take but the example was confusing before the deadline,valid take but the example was confusing before the deadline,valid take,A reasonable opinion but the example was confusing before the deadline.,positive,medium,twitter_x,twitter_x,confusing,contains_unknown_terms
173,the poster design is clean no cap while testing,the poster design is clean no cap while testing,no cap|clean,"The poster design is neat, impressive, or well executed truthfully or without exaggeration while testing.",positive,medium,twitter_x,twitter_x,testing,contains_unknown_terms
174,my sleep schedule fell off this week after the patch,my sleep schedule fell off this week after the patch,fell off,"My sleep schedule declined in quality, popularity, or performance this week after the patch.",negative,high,twitter_x,twitter_x,,clean
175,locked in for finals rn during practice,locked in for finals rn during practice,locked in|rn,Focused and ready to perform for finals right now during practice.,positive,high,twitter_x,twitter_x,,clean
176,the library vibe is calm today on the bus,the library vibe is calm today on the bus,vibe,"The library general mood, feeling, or atmosphere is calm today on the bus.",neutral,high,twitter_x,twitter_x,,clean
177,that explanation was based imo after class,that explanation was based imo after class,based|imo,"That explanation was admirably confident, reasonable, or principled in my opinion after class.",positive,high,twitter_x,twitter_x,,clean
178,bruh the printer is tweaking again during revision,bruh the printer is tweaking again during revision,tweaking|bruh,"That is frustrating the printer is acting unusually, panicking, or overreacting again during revision.",negative,high,twitter_x,twitter_x,,clean
179,the cafeteria noodles are bussin in the group chat,the cafeteria noodles are bussin in the group chat,bussin,"The cafeteria noodles are very good, especially food in the group chat.",positive,medium,twitter_x,twitter_x,noodles,contains_unknown_terms
180,this timetable is giving side quest energy before the deadline,this timetable is giving side quest energy before the deadline,side quest|giving,This timetable is suggesting or resembling a certain quality an unexpected secondary task or adventure energy before the deadline.,neutral,high,twitter_x,twitter_x,,clean
181,group chat is yapping about fonts while testing,group chat is yapping about fonts while testing,yapping,"Group chat is talking at length, often unnecessarily about fonts while testing.",negative,medium,twitter_x,twitter_x,testing,contains_unknown_terms
182,"the demo worked first try, big w after the patch","the demo worked first try, big w after the patch",w,"The demo worked first try, big a successful outcome after the patch.",positive,medium,twitter_x,twitter_x,worked,contains_unknown_terms
183,that bug is big yikes during practice,that bug is big yikes during practice,big yikes,"That bug is very embarrassing, concerning, or uncomfortable during practice.",negative,high,twitter_x,twitter_x,,clean
184,her analysis is on point on the bus,her analysis is on point on the bus,on point,"Her analysis is accurate, stylish, or well executed on the bus.",positive,high,twitter_x,twitter_x,,clean
185,this article lives rent free in my head after class,this article lives rent free in my head after class,rent free,This article lives constantly occupying someone's thoughts in my head after class.,neutral,high,twitter_x,twitter_x,,clean
186,the tutorial speedrun was wild during revision,the tutorial speedrun was wild during revision,speedrun|wild,"The tutorial complete something very quickly was surprising, intense, or unusual during revision.",neutral,high,twitter_x,twitter_x,,clean
187,that outfit had drip in the group chat,that outfit had drip in the group chat,drip,That outfit had stylish clothing or fashion sense in the group chat.,positive,high,twitter_x,twitter_x,,clean
188,the intro slide understood the assignment before the deadline,the intro slide understood the assignment before the deadline,understood the assignment,The intro slide met expectations very well before the deadline.,positive,high,twitter_x,twitter_x,,clean
189,my code got nerfed by one typo while testing,my code got nerfed by one typo while testing,nerfed,My code got weakened or reduced in effectiveness by one typo while testing.,negative,medium,twitter_x,twitter_x,testing,contains_unknown_terms
190,the new rubric is actually chill after the patch,the new rubric is actually chill after the patch,chill,"The new rubric is actually calm, relaxed, or acceptable after the patch.",positive,high,twitter_x,twitter_x,,clean
191,that hot take about exams is valid during practice,that hot take about exams is valid during practice,hot take|valid,"That a provocative or unpopular opinion about exams is reasonable, acceptable, or understandable during practice.",positive,high,twitter_x,twitter_x,,clean
192,the edit was fire but the audio was mid on the bus,the edit was fire but the audio was mid on the bus,fire|mid,"The edit was excellent, exciting, or stylish but the audio was average or unimpressive on the bus.",mixed,high,twitter_x,twitter_x,,clean
193,main character energy walking into class early after class,main character energy walking into class early after class,main character,The central or most noticeable person in a situation energy walking into class early after class.,positive,medium,twitter_x,twitter_x,walking,contains_unknown_terms
194,the meeting became a side quest during revision,the meeting became a side quest during revision,side quest,The meeting became a an unexpected secondary task or adventure during revision.,neutral,medium,twitter_x,twitter_x,meeting,contains_unknown_terms
195,lowkey the lecture notes hit different rn in the group chat,lowkey the lecture notes hit different rn in the group chat,lowkey|rn,"Somewhat, quietly, or secretly the lecture notes hit different right now in the group chat.",neutral,high,twitter_x,twitter_x,,clean
196,that group presentation ate ngl before the deadline,that group presentation ate ngl before the deadline,ngl|ate,That group presentation performed very well or looked impressive not going to lie before the deadline.,positive,high,twitter_x,twitter_x,,clean
197,idk why the new update feels mid while testing,idk why the new update feels mid while testing,idk|mid,I do not know why the new update feels average or unimpressive while testing.,negative,medium,twitter_x,twitter_x,testing,contains_unknown_terms
198,coffee after lab is a w fr after the patch,coffee after lab is a w fr after the patch,fr|w,Coffee after lab is a a successful outcome for real after the patch.,positive,high,twitter_x,twitter_x,,clean
199,the assignment deadline has me cooked during practice,the assignment deadline has me cooked during practice,cooked,"The assignment deadline has me in serious trouble, defeated, or exhausted during practice.",negative,high,twitter_x,twitter_x,,clean
