text,platform,source_type,collection_date
speedrun strats are wild in the replay,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake in the replay,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats in the replay,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated in the replay,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real in the replay,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat in the replay,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over in the replay,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed in the replay,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive in the replay,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run in the replay,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left in the replay,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult in the replay,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr after feedback,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support after feedback,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump after feedback,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan after feedback,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated after feedback,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps after feedback,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment after feedback,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully after feedback,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap after feedback,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play after feedback,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match after feedback,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean after feedback,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn after feedback,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss after feedback,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl after feedback,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer after feedback,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard after feedback,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe after feedback,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild after feedback,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake after feedback,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats after feedback,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated after feedback,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real after feedback,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat after feedback,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over after feedback,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed after feedback,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive after feedback,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run after feedback,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left after feedback,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult after feedback,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult during the meeting,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr before submission,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support before submission,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump before submission,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan before submission,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated before submission,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps before submission,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment before submission,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully before submission,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap before submission,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play before submission,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match before submission,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean before submission,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn before submission,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss before submission,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl before submission,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer before submission,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard before submission,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe before submission,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild before submission,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake before submission,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats before submission,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated before submission,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real before submission,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat before submission,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over before submission,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed before submission,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive before submission,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run before submission,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left before submission,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult before submission,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr while streaming,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support while streaming,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump while streaming,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan while streaming,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated while streaming,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps while streaming,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment while streaming,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully while streaming,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap while streaming,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play while streaming,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match while streaming,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean while streaming,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn while streaming,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss while streaming,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl while streaming,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer while streaming,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard while streaming,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe while streaming,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild while streaming,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake while streaming,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats while streaming,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated while streaming,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real while streaming,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat while streaming,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over while streaming,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed while streaming,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive while streaming,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run while streaming,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left while streaming,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult while streaming,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr after warmup,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support after warmup,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump after warmup,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan after warmup,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated after warmup,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps after warmup,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment after warmup,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully after warmup,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap after warmup,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play after warmup,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match after warmup,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean after warmup,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn after warmup,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss after warmup,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl after warmup,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer after warmup,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard after warmup,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe after warmup,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild after warmup,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake after warmup,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats after warmup,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated after warmup,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real after warmup,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat after warmup,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over after warmup,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed after warmup,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive after warmup,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run after warmup,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left after warmup,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult after warmup,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr during the demo,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support during the demo,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump during the demo,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan during the demo,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated during the demo,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps during the demo,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment during the demo,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully during the demo,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap during the demo,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play during the demo,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match during the demo,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean during the demo,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn during the demo,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss during the demo,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl during the demo,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer during the demo,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard during the demo,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe during the demo,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild during the demo,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake during the demo,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats during the demo,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated during the demo,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real during the demo,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat during the demo,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over during the demo,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed during the demo,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive during the demo,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run during the demo,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left during the demo,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult during the demo,twitch,synthetic_coursework_fallback,2026-05-19
chat this run is cooked fr before the match,twitch,synthetic_coursework_fallback,2026-05-19
w save by the support before the match,twitch,synthetic_coursework_fallback,2026-05-19
l timing on that jump before the match,twitch,synthetic_coursework_fallback,2026-05-19
let him cook he has a plan before the match,twitch,synthetic_coursework_fallback,2026-05-19
that combo was goated before the match,twitch,synthetic_coursework_fallback,2026-05-19
the boss music slaps before the match,twitch,synthetic_coursework_fallback,2026-05-19
npc pathing moment before the match,twitch,synthetic_coursework_fallback,2026-05-19
skill issue but respectfully before the match,twitch,synthetic_coursework_fallback,2026-05-19
clutch heal no cap before the match,twitch,synthetic_coursework_fallback,2026-05-19
stop yapping and watch the play before the match,twitch,synthetic_coursework_fallback,2026-05-19
aura farming before the match before the match,twitch,synthetic_coursework_fallback,2026-05-19
that dodge was clean before the match,twitch,synthetic_coursework_fallback,2026-05-19
bro is locked in rn before the match,twitch,synthetic_coursework_fallback,2026-05-19
chat is tweaking over one miss before the match,twitch,synthetic_coursework_fallback,2026-05-19
peak gameplay ngl before the match,twitch,synthetic_coursework_fallback,2026-05-19
the patch buffed the healer before the match,twitch,synthetic_coursework_fallback,2026-05-19
that map got nerfed hard before the match,twitch,synthetic_coursework_fallback,2026-05-19
camping the corner is cringe before the match,twitch,synthetic_coursework_fallback,2026-05-19
speedrun strats are wild before the match,twitch,synthetic_coursework_fallback,2026-05-19
valid reset after that mistake before the match,twitch,synthetic_coursework_fallback,2026-05-19
this lobby is full of sweats before the match,twitch,synthetic_coursework_fallback,2026-05-19
tryhard mode activated before the match,twitch,synthetic_coursework_fallback,2026-05-19
the carry was real before the match,twitch,synthetic_coursework_fallback,2026-05-19
that fanum tax joke sent chat before the match,twitch,synthetic_coursework_fallback,2026-05-19
skibidi comments took over before the match,twitch,synthetic_coursework_fallback,2026-05-19
the vibe check passed before the match,twitch,synthetic_coursework_fallback,2026-05-19
pookie with the clutch revive before the match,twitch,synthetic_coursework_fallback,2026-05-19
that was a canon event for the run before the match,twitch,synthetic_coursework_fallback,2026-05-19
sus door on the left before the match,twitch,synthetic_coursework_fallback,2026-05-19
boss move saving the ult before the match,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult after class,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult during revision,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult in the group chat,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly that fanum tax joke sent chat before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly skibidi comments took over before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly the vibe check passed before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly pookie with the clutch revive before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly that was a canon event for the run before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly sus door on the left before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly boss move saving the ult before the deadline,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat this run is cooked fr while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly w save by the support while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly l timing on that jump while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly let him cook he has a plan while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly that combo was goated while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly the boss music slaps while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly npc pathing moment while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly skill issue but respectfully while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly clutch heal no cap while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly stop yapping and watch the play while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly aura farming before the match while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly that dodge was clean while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly bro is locked in rn while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly chat is tweaking over one miss while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly peak gameplay ngl while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly the patch buffed the healer while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly that map got nerfed hard while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly camping the corner is cringe while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly speedrun strats are wild while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly valid reset after that mistake while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly this lobby is full of sweats while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly tryhard mode activated while testing,twitch,synthetic_coursework_fallback,2026-05-19
honestly the carry was real while testing,twitch,synthetic_coursework_fallback,2026-05-19
